"bill_id","term","session","title","keywords","long_title","summary","commem"
"SB23-0280","2023_2024","2023-RS","Hazardous Material Mitigation","Natural Resources & Environment
Transportation & Motor Vehicles","Concerning the mitigation of certain transportation-related environmental hazards, and, in connection therewith, creating the fuels impact enterprise to administer programs and impose fees that are related to the transportation of fuel within the state, modifying the fee collected for the distribution to the perfluoroalkyl and polyfluoroalkyl substances cash fund, modifying the petroleum storage tank fund, allowing the Colorado state patrol to conform hazard materials routing regulations to transportation commission rules, and making an appropriation.","The act creates the fuels impact enterprise (enterprise) in the department of transportation. The enterprise is required to impose a new fuels impact reduction fee on fuel product manufacturers in an amount of up to $.006125 per gallon of fuel products delivered during the previous calendar month for sale or use in Colorado to fund a new fuels impact reduction grant program (program) that the enterprise administers. The fee is collected and deposited in the fuels impact enterprise cash fund until the fund has an available balance of $15 million or more. Under the program, the enterprise provides grants to certain critically impacted communities, governments, and transportation corridors for the improvement of hazardous mitigation corridors and to support local and state government projects related to emergency responses, environmental mitigation, or projects related to the transportation of fuel within the state. The enterprise and the program are repealed, effective January 1, 2030. Beginning October 1, 2023, the act modifies the fee that is currently collected for distribution to the perfluoroalkyl and polyfluoroalkyl substances cash fund by extending the collection of the fee to 2031and by changing the distribution of the fee revenue. Under the new distribution, the state treasurer shall credit: An amount equal to the cost of administering the fee and an existing tax credit to the department of revenue; $2 million of the fee revenue to the department of public safety to support the regulation of hazardous materials on highways in the state, to make employer contributions to a multiple employer health trust in order to participate in the voluntary firefighter cancer benefits program, and to enforce commercial and hazardous materials critical corridors determined by the chief of the Colorado state patrol; 70% of the amount remaining to the perfluoroalkyl and polyfluoroalkyl substances cash fund; and 30% of the amount remaining to the department of transportation to support functions related to the transportation of hazardous materials and the safe and efficient movement of freight as well as to support infrastructure projects that enhance the safety of movement of freight and hazardous materials. The act also increases the amount of fee revenue that can be held annually in the perfluoroalkyl and polyfluoroalkyl substances cash fund from $8 million to $9 million. Additionally, the act: Extends authorization for the division of oil and public safety to use the petroleum storage tank fund for costs related to petroleum storage tank facility inspections and meter calibrations from September 1, 2023, to September 1, 2033; Delays the effective date of the $8 million cap on the petroleum storage tank fund from September 1, 2023, to September 1, 2033; Allows the director of the division of oil and public safety, in consultation with the petroleum storage tank committee, to establish rules that allow an operator of petroleum storage tanks pay less than 100% reimbursement for remediation expenses paid from the petroleum storage tank fund to the fund; Allows the director of the division of oil and public safety to annually transfer up to $500,000 from the petroleum storage tank fund to the petroleum cleanup and redevelopment fund; Makes hazardous materials troopers eligible for the voluntary firefighter cancer benefits program; and Allows the Colorado state patrol to conform hazardous materials routing regulations to transportation commission rules; $36,272 is appropriated from the general fund to the department of revenue for implementation of the act. APPROVED by Governor June 6, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",0
"SB23-0281","2023_2024","2023-RS","Limited Transferability Of College Credits Notice","Higher Education","Concerning a required notice of limited transferability of college credits from a non-regionally-accredited higher education institution.","The act requires all non-regionally-accredited higher education institutions to provide incoming students with an enrollment agreement before the student enrolls. The agreement must include information about where students can obtain statewide credit for prior learning and a notice explaining that individual credits obtained at the non-regionally-accredited higher institution may not transfer to other colleges or universities in certain circumstances. The act does not apply to private occupational schools. APPROVED by Governor June 6, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",0
"SB23-0282","2023_2024","2023-RS","Jury Appreciation Day","Courts & Judicial","Concerning the creation of ""Jury Appreciation Day"".","The act establishes an annual jury appreciation day on September 5 of each year. The total number of legal holidays in a state fiscal year available to an employee of a state agency is not changed by adding annual jury appreciation day. APPROVED by Governor May 24, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",1
"SB23-0283","2023_2024","2023-RS","Mechanisms For Federal Infrastructure Funding","State Government
State Revenue & Budget","Concerning mechanisms to utilize federal funding under federal infrastructure-related acts, and, in connection therewith, making an appropriation.","Existing law allows money expended from the ""Infrastructure Investment and Jobs Act"" (IIJA) cash fund (cash fund) to be used as matching nonfederal money for infrastructure projects pursuant to requirements of the IIJA as well as for grant writing support, project planning support, and administrative needs. The act clarifies that, with respect to the project planning support for which money from the fund is already authorized to be expended, the Governor's office (office) may specifically expend money from the fund for project planning support for federal funding opportunities in connection with the IIJA and related federal funding opportunities including funding opportunities from the ""Inflation Reduction Act"". The act requires the state treasurer to transfer $84 million from the general fund to the cash fund on July 1, 2023. Additionally, the act changes the annual reporting requirement of the office to a quarterly reporting requirement beginning on July 1, 2023. The act also requires the state treasurer to transfer $5 million from the general fund to the state highway fund on July 1, 2023, for use by the department of transportation to develop comprehensive operational capacity to maximize utilization and implementation of federal infrastructure funding. The board of trustees of the Colorado school of mines (board of trustees) has been authorized to lease real or personal property, or both, to state or federal governmental agencies, among other entities, for terms not to exceed 80 years. The act expands this authorization to allow the board of trustees to lease such property for terms not to exceed 99 years. The act appropriates $84,000,000 for state fiscal year 2023-24 from the ""Infrastructure Investment and Jobs Act"" cash fund to the office and principal departments of the executive branch of state government. Any portion of the appropriation that is not spent during state fiscal year 2023-24 is further appropriated through state fiscal year 2026-27. APPROVED by Governor May 22, 2023 EFFECTIVE May 22, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0284","2023_2024","2023-RS","Ensure 12-month Contraception Coverage","Health Care & Health Insurance","Concerning requirements for contraception insurance coverage that increases consistent access to the contraception most suited to the individual.","The act requires a carrier that offers a health benefit plan (carrier) or a pharmacy benefit management firm that administers or manages contraception coverage under a health benefit plan (PBM) to provide coverage for, and reimburse a prescribing provider or in-network dispensing entity for, the single dispensing or furnishing of contraception intended to last the covered person for a duration of 12 months, as permitted by the covered person's prescription, dispensed or furnished at one time, unless requested otherwise by the covered person. A carrier or PBM is subject to certain requirements, as applicable, including: Allowing coverage of continuous use of contraception, as determined by the prescribing provider; A prohibition against implementing utilization management practices that prevent the dispensing of a 12-months' duration of contraception; Allowing for alternate prescribed contraception, if medically necessary; and Providing coverage for over-the-counter contraception without a prescription and without prior authorization, step therapy, utilization management, or cost sharing. The act requires carriers to report annually to the division of insurance in the department of regulatory agencies concerning contraception coverage and requires PBM's to provide information to carriers for purposes of this reporting. The act authorizes the commissioner of insurance to promulgate rules regarding the coverage. APPROVED by Governor May 30, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",0
"SB23-0285","2023_2024","2023-RS","Energy And Carbon Management Regulation In Colorado","Energy","Concerning energy and carbon management regulation in Colorado, and, in connection therewith, changing the name of the oil and gas conservation commission to the energy and carbon management commission, broadening the commission's regulatory authority to include the regulation of certain geothermal resource operations and intrastate underground natural gas storage facilities, and making an appropriation.","Effective July 1, 2023, the act changes the name of the oil and gas conservation commission to the energy and carbon management commission (commission) and expands the commission's regulatory authority to include the authority to regulate a broader scope of energy and carbon management areas beyond oil and gas. The act also changes the name of the oil and gas conservation and environmental response fund to the energy and carbon management cash fund (fund) and allows the fund to also be used by the commission for the purposes of administering the expanded regulatory areas. Section 3 of the act requires the commission to create and maintain a website that serves as the state portal for information and data regarding the commission's regulatory activities. Current law states that the property right to the natural heat of the earth (geothermal resource) that lacks sufficient fluid associated with the geothermal resource (geothermal fluid) to transport commercial amounts of energy to the surface is an incident of ownership of the overlying surface unless expressly severed. Section 7 states that, as to property rights acquired on or after July 1, 2023, the property right to a geothermal resource associated with nontributary groundwater (allocated geothermal resource) is also an incident of ownership of the overlying surface unless expressly severed. Current law requires the operator of a well, prior to constructing the well to explore for or produce geothermal resources, to obtain a permit from the state engineer. Section 8 bifurcates regulation of different types of geothermal operations between the commission and the state engineer. Specifically, the commission is granted the exclusive authority to regulate operations (deep geothermal operations) for the exploration for or production of: An allocated geothermal resource; or A geothermal resource that is deeper than 2,500 feet below the surface. The state engineer retains the exclusive authority to regulate operations that are not deep geothermal operations (shallow geothermal operations). Prior to obtaining a permit from the commission to construct a well for deep geothermal operations, the applicant must provide evidence of any applicable siting application to the local government with jurisdiction over the deep geothermal operations, including the disposition of the application, unless the local government does not regulate the siting of such operations. Upon request by a local government, the commission is also required to provide technical support to the local government concerning implementation of the commission's rules regarding deep geothermal operations. The commission and the state engineer may each adopt rules for the assessment of fees for the processing and granting of a permit to construct a well for deep geothermal operations or shallow geothermal operations, as applicable. Any fees collected by the commission will be deposited by the state treasurer into the fund. Current law requires the operator of a well, prior to the production of geothermal fluid from the well, to obtain a permit from the state engineer. Section 9: Bifurcates the issuance of different types of use permits by the state engineer between permits for the use of geothermal resources that are not allocated resources and permits for the use of allocated geothermal resources (collectively, use permits); and Requires the state engineer to only issue a use permit for allocated geothermal resources after a determination that any associated geothermal fluid is nontributary groundwater (nontributary determination). Section 9 also allows the state engineer to adopt rules for the administration of use permits and the issuance of nontributary determinations. Current law allows the state engineer to adopt procedures that establish geothermal management districts for the management of geothermal operations within the district. Section 10 limits the scope of geothermal management districts to distributed geothermal resources. The state engineer is also required to notify the commission of any application for a geothermal management district that is anticipated to affect deep geothermal operations. Section 11 allows the commission to adopt procedures by rule to establish geothermal resource units for allocated geothermal resources. Section 13 grants the commission the exclusive authority to regulate any intrastate facility that stores natural gas in an underground facility not subject to regulation by the public utilities commission (UNGS facility). If the commission submits a certification to, or enters into an agreement with, the federal secretary of transportation pursuant to applicable federal law, any rules regulating UNGS facilities must be at least as stringent as the applicable federal requirements. If a UNGS facility is proposed to be sited in an area that would affect a disproportionately impacted community, the commission must evaluate and address impacts from the UNGS facility. The commission may assess and collect fees from operators of UNGS facilities in an amount and frequency determined by the commission by rule. Any fees collected will be deposited into the fund. Before commencing construction of a new UNGS facility, the operator of the facility must provide evidence of any applicable siting application to a local government with jurisdiction over the UNGS facility, if applicable, and the disposition of the application. The act directs the commission to conduct and report to the general assembly during the 2025 legislative session the findings of the following studies: A technical study of the state's geothermal resources (section 11); A study, in collaboration with the state engineer, that evaluates the state regulatory structure for geothermal resources and whether any changes to law or rules are necessary (section 11); A study concerning the regulation and permitting of underground hydrogen operations (section 19); and A study, in coordination with the public utilities commission, examining the siting and regulation of intrastate pipelines (section 19). For the 2023-24 state fiscal year, section 43 appropriates $1,200,480 from the fund to the department of natural resources (department) to be used as follows: $1,108,857 for use by the commission for program costs; $7,031, which amount is reappropriated for use by the division of water resources in the department for water administration related to division operations; and $84,592, which amount is reappropriated to the department of law to provide legal services for the department. APPROVED by Governor May 22, 2023 EFFECTIVE July 1, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0286","2023_2024","2023-RS","Access To Government Records","State Government","Concerning improving public access to government records.","The act makes the following changes to the ""Colorado Open Records Act"" (CORA): Prohibits a custodian of public records from requiring a requester to provide any form of identification to request or inspect records pursuant to CORA unless a requester is otherwise required to provide identification pursuant to law; Clarifies that if a public record is available in a digital format that is searchable, the custodian is required to provide a digital copy of the record in a searchable format unless otherwise requested by the requester; Specifies that if a public record is available in a digital format, the custodian is required to transmit copy of the record in a digital format by electronic mail or by another mutually-agreed upon transmission method if the size of the record prevents transmission by electronic mail; Prohibits a custodian from converting a digital record into a non-searchable format prior to transmission; Allows a custodian to deny a requester's right to inspect the telephone number or home address that a person provides to an elected official, agency, institution, or political subdivision of the state for the purpose of future communication with the elected official, agency, institution, or political subdivision of the state; Notwithstanding specified provisions of law, makes certain records of sexual harassment complaints made against an elected official and the results or report of investigations regarding alleged sexual harassment by an elected official available for inspection if the investigation concludes that the elected official is culpable for any act of sexual harassment; Requires each member of the general assembly, the governor's office and each office of the governor, and each state agency and institution to submit, on or before January 1, 2024, a report to the staff of the legislative council of the general assembly outlining its respective electronic mail retention policy; Prohibits a custodian from charging a per-page fee for providing copies of a public record if the record is provided in a digital or electronic format; and Requires a custodian to allow records requesters to pay any fee or deposit associated with the request via a credit card or electronic payment if the custodian allows members of the public to pay for any other service or product provided by the custodian with a credit card or electronic payment. APPROVED by Governor June 6, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",0
"SB23-0287","2023_2024","2023-RS","Public School Finance","Education & School Finance (Pre & K-12)","Concerning the financing of public schools, and, in connection therewith, making an appropriation.","The act: Increases the statewide base per pupil funding for the 2023-24 budget year by $598.25, to account for inflation; Sets as the new statewide base per pupil funding amount $8,076.41 for the 2023-24 budget year; and Sets the target number for the 2023-24 budget year at not less than $9,101,600,922. The act repeals the budget stabilization factor, effective July 1, 2024. Current law includes a 5-year averaging provision, which determines a district's pupil count for each budget year by determining the greater of the funded pupil count for the applicable budget year or an average of one to 4 of the prior budget years. The act provides a similar averaging provision for the institute charter schools on a per-school basis. For the 2023-24 budget year, the act appropriates $30 million for distribution to large rural districts and small rural districts, including district charter schools and each institute charter school whose accounting district is a large or small rural district. Large rural districts receive 55% of the appropriation, and small rural districts receive 45% of the appropriation. The act uses the districts' funded pupil count for the 2022-23 budget year. For the 2023-24 budget year, a district's at-risk funding is the greater of the district's at-risk funding amount for the 2022-23 budget year or the 2023-24 budget year. The act amends eligibility criteria for the mill levy override match program to exclude an otherwise eligible school district from receiving a state-funded override mill match if the sum of the district's override mills is equal to or greater than the district's override mill capacity, as defined by statute. For the 2023-24 budget year, the act transfers $23,376,536 from the state education fund to the mill levy override match fund. For the 2023-24 budget year, the act appropriates $300,000 from the state education fund to the department of education (department) for the purpose of reimbursing schools for expenses related to replacing an American Indian mascot. For the 2023-24 budget year, the act appropriates $10 million from the state education fund to be distributed to preschool providers that are a school of a school district, a district charter school, or an institute charter school, subject to requirements. For the 2023-24 budget year, the act appropriates $1,058,115 from the state education fund to support universal screening to identify gifted children through second grade. The act specifies that for the purpose of any law, with certain exceptions, that applies to or exempts a public entity or a public official, a charter school has the same status as a school district, and certain persons affiliated with the charter school have the same status as a complementary counterpart in a school district. Furthermore, the act clarifies the application of certain laws to charter schools. The act permits the department, school districts, and institute charter schools to consider life-cycle costs when contracting for technology. Under current law, every 3 years, the department is required to prepare a report and evaluation on the successes or failures of charter schools, school reform efforts, and suggested changes to laws affecting charter schools. The act makes this an annual requirement starting in the 2023-24 budget year. Under current law, a new at-risk measure in the public school funding formula must be implemented in the 2023-24 budget year. The act extends the implementation of this requirement to the 2024-25 budget year and requires the department to conduct pre-implementation modeling and testing using the new at-risk measure and report modeling and testing findings to the education committees of the senate and house of representatives and the joint budget committee. The act creates a public school finance task force for the purpose of examining and making recommendations concerning school finance. The task force is required to submit a report to the education committees of the senate and house of representatives and the joint budget committee by January 31, 2024. Furthermore, the task force is required to set parameters to examine the adequacy of school finance in Colorado, and the department is required to contract with 2 independent entities to report their findings by January 3, 2025. For the 2023-24 budget year, the act appropriates $408,625 from the state education fund for administration related to the implementation of the task force. The act amends certain requirements for a charter school's application for financial assistance for public school capital construction. The act extends child nutrition school lunch protection program funding to be used to offset the costs incurred by a facility school in providing lunch to students who are placed in the facility and eligible to participate in the program. The act excludes the costs associated with providing for an independent evaluation from the 20% of the money appropriated to the Colorado imagination library program to be used by the contractor for operating costs. Starting in the 2024-25 budget year, the act creates a formula for the funding of mill levy equalization for all institute charter schools. For the 2023-24 budget year, the act appropriates: $2.5 million to the mill levy equalization fund from the general fund; $10 million to the department for state aid for charter school facilities; and $500,000 to the department for the purpose of translating individualized education program documents, contingent upon House Bill 23-1263 becoming law. Makes an appropriation made in section 25 of the act effective only if House Bill 23-1263 becomes law. APPROVED by Governor May 15, 2023 EFFECTIVE May 15, 2023 NOTE: House Bill 23-1263 became law, effective May 25, 2023. (Note: This summary applies to this bill as enacted.)",0
"SB23-0288","2023_2024","2023-RS","Coverage For Doula Services","Health Care & Health Insurance","Concerning measures to determine coverage for doula services, and, in connection therewith, making an appropriation.","Not later than September 1, 2023, the act requires the department of health care policy and financing (state department) to initiate a stakeholder process to promote the expansion and utilization of doula services for pregnant and postpartum medicaid recipients (recipients). The act requires the state department to work with a maternity advisory committee to create a report detailing the findings and recommendations from the stakeholder process and submit the report to the general assembly during the state department's ""SMART Act"" hearing. Not later than July 1, 2024, the act requires the state department to seek federal authorization for medicaid providers to provide doula services for pregnant and postpartum people. The act creates a doula scholarship program to provide financial support to eligible individuals to pursue doula training and certification. To be eligible for a scholarship, individuals must agree to enroll as a doula provider and provide doula services to recipients. The act requires the division of insurance (division) to contract with an independent entity to study the potential health-care costs and benefits of providing coverage for doula services in health benefit plans. The act requires the division to submit a report to the general assembly during the state department's ""SMART Act"" hearing detailing the results and recommendations from the study during state fiscal year 2024-25. The act appropriates $100,000 from the general fund to the state department for use by the other medical services division for the doula scholarship program. The act appropriates $100,000 from the division of insurance cash fund to the department of regulatory agencies for use by the division of insurance to use for personal services. APPROVED by Governor May 30, 2023 EFFECTIVE May 30, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0289","2023_2024","2023-RS","Community First Choice Medicaid Benefit","Health Care & Health Insurance","Concerning seeking an amendment to the medicaid state plan to implement the community first choice optional benefit.","The act requires the department of health care policy and financing (department) to seek federal authorization through an amendment to the state medical assistance plan to implement the community first choice option. The act requires the state plan amendment to include personal care services, homemaker services, health maintenance activities, personal emergency response systems and other emergency back-up services, and voluntary training on how to select, manage, and dismiss an attendant. The act authorizes the department to provide permissible services and supports that are linked to an assessed need or goal in an individual's person-centered service plan, including transition costs and expenditures relating to increasing an individual's independence or reducing reliance on human assistance. To be eligible for the community first choice option, an individual must: Be eligible for the state medical assistance program; Be in an eligibility group under the state medical assistance program that includes nursing facility services, or if in an eligibility group that does not include nursing facility services, have an income that is at or below 150% of the federal poverty level; or Receive an annual determination that in the absence of home- and community-based attendant services and supports, the individual would require the level of care furnished in certain care settings. The act makes conforming amendments to remove the services provided through the community first choice option from other long-term care waiver programs. APPROVED by Governor May 25, 2023 PORTIONS EFFECTIVE May 25, 2023 PORTIONS EFFECTIVE July 1, 2025 (Note: This summary applies to this bill as enacted.)",0
"SB23-0290","2023_2024","2023-RS","Natural Medicine Regulation And Legalization","Liquor, Tobacco, & Marijuana","Concerning natural medicine, and, in connection therewith, making an appropriation.","The act amends the regulatory framework for natural medicine and natural medicine product. The act requires the director of the division of professions and occupations to: Regulate facilitators and the practice of regulation, including issuing licenses for facilitators; Promulgate rules necessary for the regulation of facilitators and the practice of facilitation; and Perform duties necessary for the implementation and administration of the ""Natural Medicine Health Act of 2022"", including investigatory and disciplinary authority. The act creates the natural medicine advisory board (board). The board's duties include examining issues related to natural medicine and natural medicine product, and making recommendations to the director of the division of professions and occupations and the executive director of the state licensing authority. The act creates the federally recognized American tribes and Indigenous community working group (working group). The working group's duties include studying issues related to legalizing and regulating natural medicine and natural medicine product, the effect of legalization and regulation on federally recognized American tribes and Indigenous people and communities, and making recommendations to the director of the division of professions and occupations and the board. The act creates within the department of revenue the natural medicine division for the purpose of regulating and licensing the cultivation, manufacturing, testing, storage, distribution, transport, transfer, and dispensation of natural medicine or natural medicine product between natural medicine licensees. The act requires the natural medicine division to: Regulate natural medicine, natural medicine product, and natural medicine businesses, including healing centers, cultivators, manufacturers, and testers, and issue licenses for such businesses; Promulgate rules necessary for the regulation of natural medicine, natural medicine product, and natural medicine businesses; and Perform duties necessary for the regulation of natural medicine, natural medicine product, and natural medicine businesses, including investigatory and disciplinary authority. The act requires the department of revenue to coordinate with the department of public health and environment concerning testing standards of regulated natural medicine and natural medicine product. The act requires a sunset review for the articles governing the department of regulatory affairs and the department of revenue in the regulation of natural medicine, natural medicine product, facilitators, and natural medicine businesses. The act states that: A person who is under 21 years of age who knowingly possesses or consumes natural medicine or natural medicine product commits a drug petty offense and is subject to a fine of not more than $100 or not more than 4 hours of substance use education or counseling; except that a second or subsequent offense is subject to a fine of not more than $100, not more than 4 hours of substance use education or counseling, and not more than 24 hours of useful public service; A person who openly and publicly consumes natural medicine or natural medicine product commits a drug petty offense and is subject to a fine of not more than $100 and not more than 24 hours of useful public service; A person who knowingly cultivates natural medicine is required to do so on the person's private property, subject to area and physical security requirements. A person who violates this provision commits a drug petty offense and is subject to a fine of not more than $1,000. A person who is not licensed to manufacture natural medicine product and who knowingly manufactures natural medicine product using an inherently hazardous substance commits a level 2 drug felony; Unless expressly limited, a person who, for the purpose of personal use and without remuneration, possesses, consumes, shares, cultivates, or manufactures natural medicine or natural medicine product does not violate state or local law; except that nothing permits a person to distribute natural medicine or natural medicine product to a person for certain unlawful purposes; Unless expressly limited, a person who performs testing on natural medicine or natural medicine product for another person who is 21 years of age or older who submits for testing natural medicine or natural medicine product intended for personal use does not violate state or local law; A peace officer is prohibited from arresting, and a district attorney is prohibited from charging or prosecuting, a person for a criminal offense pursuant to part 4 of article 18 of title 18 involving natural medicine or natural medicine product, unless expressly provided by the act; A lawful action related to natural medicine or natural medicine product must not be the sole reason to subject a person to a civil penalty, deny a right or privilege, or seize assets; A lawful action related to natural medicine or natural medicine product must not be used as the sole factor in a probable cause determination of any criminal offense; except that an action may be used in such determination if the original stop or search was lawful and other factors are present to support a probable cause determination of any criminal offense; The fact that a person is entitled to consume natural medicine or natural medicine product does not constitute a defense against any charge for violation of an offense related to operation of a vehicle, aircraft, boat, machinery, or other device; A local jurisdiction is prohibited from adopting, enacting, or enforcing a conflicting law; and A person or entity who occupies, owns, or controls a property may prohibit or otherwise regulate the cultivation or manufacture of natural medicine or natural medicine product on or in that property. The act states that the juvenile court has exclusive original jurisdiction in proceedings concerning a juvenile 10 years of age or older who has violated an offense concerning natural medicine or natural medicine product. Furthermore, the juvenile court and county court have concurrent jurisdiction over a juvenile who is 10 years of age or older who has violated an offense concerning natural medicine product; except that if the juvenile court accepts jurisdiction, the county court jurisdiction terminates. The act states that an act involving natural medicine or natural medicine product that is performed by a person: Does not solely constitute child abuse or neglect, or grounds for restricting or prohibiting family time; Does not constitute an offense such that its possession or use constitutes a violation of conditions of probation or parole; Does not solely constitute grounds for denying health insurance coverage; Does not solely constitute grounds for discrimination for organ donation; and Must not be considered for public assistance benefits eligibility, unless required by federal law. The act makes a person eligible to file a motion to have conviction records related to natural medicine or natural medicine product sealed. Under federal law, certain expenses are disallowed under section 280E of the internal revenue code. Under state law, the state income tax code permits taxpayers who are licensed under the ""Colorado Marijuana Code"" to subtract expenses that are disallowed by section 280E of the internal revenue code. The act expands this permission to taxpayers who are licensed under the ""Colorado Natural Medicine Code"". For the 2023-24 state fiscal year, the act appropriates: $733,658 from the general fund to the department of revenue, of which, $190,332 is reappropriated to the department of law; $101,150 from the legal services cash fund to the department of law; and $838,402 from the general fund to the department of public health and environment. APPROVED by Governor May 23, 2023 EFFECTIVE July 1, 2023 (Note: This summary applies to this bill as enacted.)",0
"SB23-0291","2023_2024","2023-RS","Utility Regulation","Energy","Concerning the public utilities commission's regulation of energy utilities, and, in connection therewith, making an appropriation.","Section 1 of the act requires the public utilities commission (commission), if relying on a discount rate when calculating the net present value of future carbon-based fuel costs as part of a utility's electric resource plan, to apply a discount rate that does not exceed the long-term rate of inflation. The commission is required to determine an appropriate rate of inflation specifically for fuel costs. Section 2 requires the commission to establish rules to limit the amount of rate case expenses that an investor-owned electric or gas utility may recover from the utility's customers. In reviewing an investor-owned utility's application to modify base rates, the commission is required to certify that sufficient information is included in the application, including a comprehensive cost and revenue requirement analysis. Section 3 prohibits an investor-owned electric or gas utility from recovering various costs from its customers, including: More than 50% of annual total compensation or of expense reimbursement for a utility's board of directors; Tax penalties or fines issued against the utility; Investor-relation expenses; Certain advertising and public relations expenses; Lobbying and other expenses intended to influence the outcome of local, state, or federal legislation or ballot measures; Charitable giving expenses; Certain organizational and membership dues; Certain political contributions or expenses; Travel, lodging, food, or beverage expenses for the utility's board of directors and officers; Gift or entertainment expenses; Expenses related to aircraft for a utility's board of directors and officers; and Expenses related to unregulated products or services sold or provided by a utility. If an investor-owned utility recovers prohibited costs, the commission may assess a nonrecoverable penalty against the utility and is required to order the utility to refund the amount improperly recovered to its customers, plus interest. An investor-owned utility is required to file an annual report with the commission on the utility's compliance with the cost recovery prohibitions, which report must include the purpose, payee, and amount of any expenses associated with costs and activities not permitted to be recovered from customers. Section 4 requires that, on or before November 1, 2023, an investor-owned gas utility file with the commission for the commission's approval, amendment, or denial a gas price risk management plan that includes proposals for addressing the volatility of fuel costs recovered from the utility's customers pursuant to the utility's gas cost adjustment filings. Section 4 requires the commission to adopt rules, on or before January 1, 2025, to help protect investor-owned electric or gas utility customers from the volatility of gas prices by establishing mechanisms that align an investor-owned utility's financial incentives with the financial interests of its customers regarding incurred fuel costs. In adopting the rules, the commission is required to consider mechanisms to create a financial incentive for an investor-owned utility to improve its electricity production cost efficiency while minimizing its fuel costs. As part of its rules, the commission shall also consider, to the extent such information is relevant, each investor-owned electric or gas utility's financial health and corresponding impacts on customer affordability. Section 4 also requires the commission to open a proceeding to investigate whether and how residential and other development in certain geographic areas drive natural gas infrastructure costs for any natural gas utility that serves more than 500,000 customers in the state. After completing the investigation, the commission shall consider whether alternative infrastructure, service investments, or other actions by the utility could mitigate impacts of such development on nonparticipating or income-qualified utility customers. Section 5 requires: On or before December 31, 2023, each regulated gas utility to remove from the utility's rate tariffs incentives offered to an applicant applying for natural gas service to establish gas service to a property; The Colorado energy office to contract with an independent third party, on or before July 1, 2024, to evaluate the risk that stranded or underutilized natural gas infrastructure investments pose, including the risk posed to utility employees and contractors, and the annual projected rate impact that such stranded assets have on utility customers; The commission to determine whether any changes to rules or depreciation schedules are warranted based on its review of the evaluation contracted by the Colorado energy office; An investor-owned gas utility to provide the commission information, including a map, about the utility's gas distribution system pipes; An investor-owned gas utility to refrain from penalizing or charging a fee to a customer that voluntarily terminates gas service. The commission may adopt rules to establish standards for a customer's voluntary disconnection from an investor-owned gas utility's gas distribution system. On or before January 1, 2024, the commission to examine existing investor-owned electric utility tariffs, policies, and practices to determine if they pose a barrier to the beneficial electrification of transportation and buildings and determine whether requiring a customer that seeks to interconnect distributed energy resources or beneficial electrification resources to bear the full incremental cost of transformer or service upgrades needed for such interconnection imposes an undue burden on the customer. Section 6 requires the commission to allow a wholesale customer of an investor-owned utility to intervene in a proceeding regarding the commission's consideration of the investor-owned utility's application for cost recovery from customers if the wholesale customer has a demonstrated interest in the proceeding. Section 7 appropriates for the 2023-24 state fiscal year: $1,347,554 from the public utilities commission fixed utility fund to the department of regulatory agencies for use by the commission, with $713,745 reappropriated to the department of law; and $142,749 to the department of law from the legal services cash fund from revenue received from the Colorado energy office that originates as custodial federal funds that the office has authority to expend. APPROVED by Governor May 11, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",0
